ID,BARRIO,DISTRITO,ESTADO,LATITUD,LONGITUD,COD_POSTAL,FECHA_INSTALACION,coordenadasGPS,capacidadMax,cantidadJuegosPorTipo,estadoGlobalArea
18234,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34167889,-3.68880559,28021,2003-01-01,"[-3.68880559, 40.34167889]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17592,ZOFIO,USERA,OPERATIVO,40.38467165,-3.7120425,28026,1998-01-01,"[-3.7120425, 40.38467165]",30,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17594,ZOFIO,USERA,OPERATIVO,40.38441559,-3.71523073,28026,2005-01-01,"[-3.71523073, 40.38441559]",22,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
17596,SAN FERMIN,USERA,OPERATIVO,40.36546252,-3.69101128,28041,2003-01-01,"[-3.69101128, 40.36546252]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17598,ALMENDRALES,USERA,OPERATIVO,40.38331581,-3.70103045,28026,2003-01-01,"[-3.70103045, 40.38331581]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
17600,ALMENDRALES,USERA,OPERATIVO,40.3832283,-3.69875767,28026,2003-01-01,"[-3.69875767, 40.3832283]",25,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",SUFICIENTE
17602,ALMENDRALES,USERA,OPERATIVO,40.38217762,-3.69910455,28026,2003-01-01,"[-3.69910455, 40.38217762]",21,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
17606,ORCASITAS,USERA,OPERATIVO,40.3694678,-3.71477699,28041,2007-01-01,"[-3.71477699, 40.3694678]",21,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17608,ORCASITAS,USERA,OPERATIVO,40.37048776,-3.71493896,28041,2023-02-10,"[-3.71493896, 40.37048776]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
17610,ORCASITAS,USERA,OPERATIVO,40.3683575,-3.71672224,28041,2007-01-01,"[-3.71672224, 40.3683575]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17611,ORCASITAS,USERA,OPERATIVO,40.37162373,-3.71040078,28041,2003-01-01,"[-3.71040078, 40.37162373]",20,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17613,ORCASITAS,USERA,OPERATIVO,40.37195053,-3.71305275,28041,2003-01-01,"[-3.71305275, 40.37195053]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
17617,ZOFIO,USERA,OPERATIVO,40.37520632,-3.71734363,28026,1998-01-01,"[-3.71734363, 40.37520632]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
17619,ZOFIO,USERA,OPERATIVO,40.37807504,-3.71433813,28026,1998-01-01,"[-3.71433813, 40.37807504]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
18236,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34278181,-3.68712199,28021,2003-01-01,"[-3.68712199, 40.34278181]",14,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",INSUFICIENTE
18238,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34620516,-3.68976181,28021,2003-01-01,"[-3.68976181, 40.34620516]",10,"{'deportivas': 1, 'mayores': 0, 'infantiles': 10}",BUENO
18240,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34695913,-3.68678695,28021,2003-01-01,"[-3.68678695, 40.34695913]",13,"{'deportivas': 0, 'mayores': 4, 'infantiles': 7}",BUENO
18242,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34721636,-3.68541573,28021,2003-01-01,"[-3.68541573, 40.34721636]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18244,BUTARQUE,VILLAVERDE,OPERATIVO,40.34677561,-3.67487767,28021,2008-01-01,"[-3.67487767, 40.34677561]",14,"{'deportivas': 4, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
18245,BUTARQUE,VILLAVERDE,OPERATIVO,40.3414319,-3.67665231,28021,2005-01-01,"[-3.67665231, 40.3414319]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",INSUFICIENTE
18247,ANGELES,VILLAVERDE,OPERATIVO,40.36207318,-3.69631101,28041,2003-01-01,"[-3.69631101, 40.36207318]",11,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18251,ANGELES,VILLAVERDE,OPERATIVO,40.35055165,-3.69482808,28021,2007-01-01,"[-3.69482808, 40.35055165]",17,"{'deportivas': 2, 'mayores': 0, 'infantiles': 4}",BUENO
18253,BUTARQUE,VILLAVERDE,OPERATIVO,40.35271591,-3.67836534,28021,2003-01-01,"[-3.67836534, 40.35271591]",10,"{'deportivas': 3, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
18255,ANGELES,VILLAVERDE,OPERATIVO,40.3624116,-3.69836582,28041,2008-01-01,"[-3.69836582, 40.3624116]",9,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
18257,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,VILLAVERDE,OPERATIVO,40.35244635,-3.7063456,28041,2003-01-01,"[-3.7063456, 40.35244635]",19,"{'deportivas': 0, 'mayores': 0, 'infantiles': 2}",SUFICIENTE
18259,LOS ROSALES,VILLAVERDE,OPERATIVO,40.35978153,-3.68610585,28041,2005-01-01,"[-3.68610585, 40.35978153]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18261,ANGELES,VILLAVERDE,OPERATIVO,40.35753175,-3.69418817,28041,2003-01-01,"[-3.69418817, 40.35753175]",5,"{'deportivas': 0, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
17621,ORCASITAS,USERA,OPERATIVO,40.37010064,-3.70389153,28041,,"[-3.70389153, 40.37010064]",4,"{'deportivas': 0, 'mayores': 0, 'infantiles': 0}",BUENO
17623,ORCASUR,USERA,OPERATIVO,40.36775615,-3.70181899,28041,1996-01-01,"[-3.70181899, 40.36775615]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17625,ORCASUR,USERA,OPERATIVO,40.36566269,-3.69890448,28041,2007-01-01,"[-3.69890448, 40.36566269]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
17627,ORCASUR,USERA,OPERATIVO,40.36643319,-3.69576739,28041,2003-01-01,"[-3.69576739, 40.36643319]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
17629,ORCASITAS,USERA,OPERATIVO,40.3673865,-3.71402251,28041,2007-01-01,"[-3.71402251, 40.3673865]",20,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",BUENO
17631,ORCASITAS,USERA,OPERATIVO,40.36682279,-3.71070197,28041,2011-02-07,"[-3.71070197, 40.36682279]",19,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17633,ORCASITAS,USERA,OPERATIVO,40.3668386,-3.71047186,28041,2003-01-01,"[-3.71047186, 40.3668386]",20,"{'deportivas': 1, 'mayores': 0, 'infantiles': 8}",BUENO
17638,SAN FERMIN,USERA,OPERATIVO,40.36963329,-3.6878782,28041,1998-01-01,"[-3.6878782, 40.36963329]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17642,SAN FERMIN,USERA,OPERATIVO,40.36816875,-3.69353842,28041,2007-01-01,"[-3.69353842, 40.36816875]",24,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
17644,MOSCARDO,USERA,OPERATIVO,40.38933644,-3.71118665,28026,2005-01-01,"[-3.71118665, 40.38933644]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17646,ORCASUR,USERA,OPERATIVO,40.36642599,-3.69592434,28041,1998-01-01,"[-3.69592434, 40.36642599]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",SUFICIENTE
17648,ORCASITAS,USERA,OPERATIVO,40.37164147,-3.71004087,28041,2003-01-01,"[-3.71004087, 40.37164147]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
17650,ZOFIO,USERA,OPERATIVO,40.38110107,-3.71699129,28026,2003-01-01,"[-3.71699129, 40.38110107]",33,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
18263,BUTARQUE,VILLAVERDE,OPERATIVO,40.34929705,-3.67695865,28021,2007-01-01,"[-3.67695865, 40.34929705]",31,"{'deportivas': 0, 'mayores': 0, 'infantiles': 12}",SUFICIENTE
18265,BUTARQUE,VILLAVERDE,OPERATIVO,40.33990008,-3.6771556,28021,2006-01-01,"[-3.6771556, 40.33990008]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18267,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,VILLAVERDE,OPERATIVO,40.33441077,-3.69902568,28021,2006-01-01,"[-3.69902568, 40.33441077]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
18268,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34426843,-3.68978761,28021,2006-01-01,"[-3.68978761, 40.34426843]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",BUENO
18272,SAN CRISTOBAL,VILLAVERDE,OPERATIVO,40.34130954,-3.68452697,28021,2007-01-01,"[-3.68452697, 40.34130954]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
18274,ANGELES,VILLAVERDE,OPERATIVO,40.36163984,-3.69796929,28041,2009-01-01,"[-3.69796929, 40.36163984]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18276,ANGELES,VILLAVERDE,OPERATIVO,40.35650644,-3.6977413,28041,2009-01-01,"[-3.6977413, 40.35650644]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18278,ANGELES,VILLAVERDE,OPERATIVO,40.36068379,-3.69924777,28041,2009-01-01,"[-3.69924777, 40.36068379]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 2}",SUFICIENTE
18280,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37768774,-3.62802713,28031,2003-01-01,"[-3.62802713, 40.37768774]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
18282,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37569822,-3.62161819,28031,2003-01-01,"[-3.62161819, 40.37569822]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 2}",SUFICIENTE
18284,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37668668,-3.62026517,28031,2010-12-17,"[-3.62026517, 40.37668668]",14,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
18286,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37131492,-3.61727572,28031,2007-01-01,"[-3.61727572, 40.37131492]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",SUFICIENTE
17652,ORCASITAS,USERA,OPERATIVO,40.37271886,-3.71413755,28041,2003-01-01,"[-3.71413755, 40.37271886]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
17654,SAN FERMIN,USERA,OPERATIVO,40.37206125,-3.69291858,28041,2003-01-01,"[-3.69291858, 40.37206125]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",SUFICIENTE
17656,MOSCARDO,USERA,OPERATIVO,40.38730351,-3.71424463,28026,2000-01-01,"[-3.71424463, 40.38730351]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17659,PRADOLONGO,USERA,OPERATIVO,40.38386421,-3.70670075,28026,2003-01-01,"[-3.70670075, 40.38386421]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17661,ORCASITAS,USERA,OPERATIVO,40.36860244,-3.71198197,28041,2007-01-01,"[-3.71198197, 40.36860244]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17663,SAN FERMIN,USERA,OPERATIVO,40.36672953,-3.68848273,28041,2017-02-05,"[-3.68848273, 40.36672953]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 8}",SUFICIENTE
17665,ZOFIO,USERA,OPERATIVO,40.3845986,-3.71326248,28026,2007-01-01,"[-3.71326248, 40.3845986]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17667,ORCASITAS,USERA,OPERATIVO,40.36908573,-3.71801785,28041,2013-06-06,"[-3.71801785, 40.36908573]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17669,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.40500947,-3.65923764,28038,2007-03-15,"[-3.65923764, 40.40500947]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",INSUFICIENTE
17671,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.40464151,-3.66232324,28038,2007-05-11,"[-3.66232324, 40.40464151]",10,"{'deportivas': 4, 'mayores': 0, 'infantiles': 2}",SUFICIENTE
17673,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.39870498,-3.66759752,28038,2007-02-08,"[-3.66759752, 40.39870498]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",INSUFICIENTE
17675,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.40043099,-3.66702341,28038,2007-02-08,"[-3.66702341, 40.40043099]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 6}",BUENO
17677,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.40256914,-3.66196964,28038,2006-11-13,"[-3.66196964, 40.40256914]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18288,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37009089,-3.620458,28031,2008-01-01,"[-3.620458, 40.37009089]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18290,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37000676,-3.62116435,28031,2008-01-01,"[-3.62116435, 40.37000676]",20,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",SUFICIENTE
18291,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.3711612,-3.62217088,28031,2003-01-01,"[-3.62217088, 40.3711612]",8,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
18293,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37295866,-3.62195248,28031,2006-01-01,"[-3.62195248, 40.37295866]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18295,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37392769,-3.61740984,28031,2007-01-01,"[-3.61740984, 40.37392769]",10,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18299,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38020457,-3.6054843,28031,2003-01-01,"[-3.6054843, 40.38020457]",14,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18301,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37859832,-3.61880829,28031,1998-01-01,"[-3.61880829, 40.37859832]",21,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18303,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38197102,-3.614995,28031,2003-01-01,"[-3.614995, 40.38197102]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 0}",SUFICIENTE
18305,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.37993206,-3.61584958,28031,2022-01-08,"[-3.61584958, 40.37993206]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 14}",SUFICIENTE
18307,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37916134,-3.61622757,28031,2003-01-01,"[-3.61622757, 40.37916134]",11,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",SUFICIENTE
18309,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38314976,-3.61799223,28031,1998-01-01,"[-3.61799223, 40.38314976]",22,"{'deportivas': 0, 'mayores': 4, 'infantiles': 5}",SUFICIENTE
18311,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38308183,-3.60953069,28031,2003-01-01,"[-3.60953069, 40.38308183]",22,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",BUENO
17679,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.40374705,-3.66067964,28038,2007-08-01,"[-3.66067964, 40.40374705]",19,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17681,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.39982397,-3.65838943,28038,2007-12-07,"[-3.65838943, 40.39982397]",20,"{'deportivas': 0, 'mayores': 0, 'infantiles': 10}",BUENO
17682,PORTAZGO,PUENTE DE VALLECAS,OPERATIVO,40.3929994,-3.65040909,28038,2006-11-15,"[-3.65040909, 40.3929994]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17684,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.40042937,-3.65046176,28038,2006-10-23,"[-3.65046176, 40.40042937]",10,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17686,PORTAZGO,PUENTE DE VALLECAS,OPERATIVO,40.39715698,-3.64674373,28038,2007-08-02,"[-3.64674373, 40.39715698]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17688,PORTAZGO,PUENTE DE VALLECAS,OPERATIVO,40.3951952,-3.64854008,28038,2012-01-01,"[-3.64854008, 40.3951952]",21,"{'deportivas': 0, 'mayores': 0, 'infantiles': 9}",SUFICIENTE
17690,PORTAZGO,PUENTE DE VALLECAS,OPERATIVO,40.39178768,-3.64570961,28038,2006-12-26,"[-3.64570961, 40.39178768]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 2}",BUENO
17692,PORTAZGO,PUENTE DE VALLECAS,OPERATIVO,40.38878859,-3.64720175,28038,2007-08-01,"[-3.64720175, 40.38878859]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17694,PORTAZGO,PUENTE DE VALLECAS,OPERATIVO,40.38904535,-3.65086034,28038,2007-02-08,"[-3.65086034, 40.38904535]",12,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17696,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.38899518,-3.65711891,28018,2007-04-27,"[-3.65711891, 40.38899518]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17698,NUMANCIA,PUENTE DE VALLECAS,OPERATIVO,40.39290893,-3.65677646,28038,2007-06-26,"[-3.65677646, 40.39290893]",31,"{'deportivas': 0, 'mayores': 0, 'infantiles': 8}",BUENO
17700,SAN DIEGO,PUENTE DE VALLECAS,OPERATIVO,40.39000992,-3.67031956,28053,2006-11-29,"[-3.67031956, 40.39000992]",15,"{'deportivas': 0, 'mayores': 11, 'infantiles': 4}",BUENO
18313,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38633442,-3.60802349,28031,2006-01-01,"[-3.60802349, 40.38633442]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18316,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.37869561,-3.60263367,28031,2003-01-01,"[-3.60263367, 40.37869561]",11,"{'deportivas': 1, 'mayores': 0, 'infantiles': 3}",SUFICIENTE
18318,CASCO HISTORICO DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37139456,-3.62431283,28031,2007-01-01,"[-3.62431283, 40.37139456]",11,"{'deportivas': 0, 'mayores': 3, 'infantiles': 4}",SUFICIENTE
18320,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38521067,-3.60971851,28031,2001-01-01,"[-3.60971851, 40.38521067]",21,"{'deportivas': 0, 'mayores': 0, 'infantiles': 7}",BUENO
18322,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36896142,-3.62782359,28031,2007-01-01,"[-3.62782359, 40.36896142]",10,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18324,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36641427,-3.62351581,28051,2006-01-01,"[-3.62351581, 40.36641427]",10,"{'deportivas': 5, 'mayores': 0, 'infantiles': 3}",SUFICIENTE
18326,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36329436,-3.60662339,28051,2006-01-01,"[-3.60662339, 40.36329436]",22,"{'deportivas': 5, 'mayores': 0, 'infantiles': 7}",BUENO
18328,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36906023,-3.59415964,28051,2006-01-01,"[-3.59415964, 40.36906023]",17,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",SUFICIENTE
18330,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36796541,-3.58945594,28051,2006-01-01,"[-3.58945594, 40.36796541]",10,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
18332,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36338524,-3.59713787,28051,2006-01-01,"[-3.59713787, 40.36338524]",18,"{'deportivas': 3, 'mayores': 0, 'infantiles': 6}",SUFICIENTE
18334,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36048183,-3.59698266,28051,2006-01-01,"[-3.59698266, 40.36048183]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
18336,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.35744032,-3.59607553,28051,2006-01-01,"[-3.59607553, 40.35744032]",16,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",SUFICIENTE
17702,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.39007279,-3.66166301,28018,2007-02-08,"[-3.66166301, 40.39007279]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17707,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.38861169,-3.6424231,28038,2007-02-08,"[-3.6424231, 40.38861169]",11,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17709,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.39211956,-3.64026413,28038,2007-12-07,"[-3.64026413, 40.39211956]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17711,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.38966819,-3.6397623,28038,2007-08-02,"[-3.6397623, 40.38966819]",15,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
17715,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.3857652,-3.6377262,28018,2006-06-02,"[-3.6377262, 40.3857652]",10,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17719,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.38436667,-3.64675386,28018,2013-06-06,"[-3.64675386, 40.38436667]",14,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
17721,PALOMERAS SURESTE,PUENTE DE VALLECAS,OPERATIVO,40.38101147,-3.6498354,28018,2012-01-01,"[-3.6498354, 40.38101147]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",BUENO
17725,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.38603962,-3.65377072,28018,2007-06-26,"[-3.65377072, 40.38603962]",19,"{'deportivas': 0, 'mayores': 9, 'infantiles': 3}",BUENO
17727,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.37685568,-3.65762506,28018,2007-04-11,"[-3.65762506, 40.37685568]",14,"{'deportivas': 0, 'mayores': 0, 'infantiles': 2}",BUENO
17728,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.37829954,-3.66206774,28018,2006-11-15,"[-3.66206774, 40.37829954]",19,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",INSUFICIENTE
17730,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.3793592,-3.66020635,28018,2007-10-08,"[-3.66020635, 40.3793592]",27,"{'deportivas': 0, 'mayores': 0, 'infantiles': 9}",SUFICIENTE
17732,PALOMERAS BAJAS,PUENTE DE VALLECAS,OPERATIVO,40.3793706,-3.65904456,28018,2007-03-08,"[-3.65904456, 40.3793706]",6,"{'deportivas': 0, 'mayores': 0, 'infantiles': 2}",SUFICIENTE
18339,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37404949,-3.60844231,28051,2007-01-01,"[-3.60844231, 40.37404949]",8,"{'deportivas': 0, 'mayores': 0, 'infantiles': 4}",BUENO
18341,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36417227,-3.59825558,28051,2007-01-01,"[-3.59825558, 40.36417227]",19,"{'deportivas': 2, 'mayores': 0, 'infantiles': 6}",BUENO
18343,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36549131,-3.61045933,28051,2006-01-01,"[-3.61045933, 40.36549131]",22,"{'deportivas': 6, 'mayores': 0, 'infantiles': 7}",BUENO
18345,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36597172,-3.61401673,28051,2008-01-01,"[-3.61401673, 40.36597172]",19,"{'deportivas': 0, 'mayores': 0, 'infantiles': 8}",SUFICIENTE
18347,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37126505,-3.6067252,28051,2008-01-01,"[-3.6067252, 40.37126505]",18,"{'deportivas': 0, 'mayores': 0, 'infantiles': 8}",SUFICIENTE
18349,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.36773593,-3.59197825,28051,2008-01-01,"[-3.59197825, 40.36773593]",13,"{'deportivas': 5, 'mayores': 0, 'infantiles': 9}",BUENO
18351,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37626572,-3.60512184,28031,2006-01-01,"[-3.60512184, 40.37626572]",13,"{'deportivas': 0, 'mayores': 0, 'infantiles': 1}",BUENO
18353,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.3787742,-3.61261832,28031,2008-01-01,"[-3.61261832, 40.3787742]",16,"{'deportivas': 0, 'mayores': 6, 'infantiles': 3}",BUENO
18355,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,OPERATIVO,40.37189692,-3.61350646,28051,2006-01-01,"[-3.61350646, 40.37189692]",19,"{'deportivas': 0, 'mayores': 0, 'infantiles': 5}",BUENO
18357,SANTA EUGENIA,VILLA DE VALLECAS,OPERATIVO,40.38417641,-3.61858059,28031,2006-01-01,"[-3.61858059, 40.38417641]",11,"{'deportivas': 0, 'mayores': 0, 'infantiles': 3}",SUFICIENTE
